instrumentIdentifier,SeniorityAndSecurity
56788011NMS0 1005971KAA7,SubordinateBond
56788121LTRL 0705971KAA7,SubordinateBond
56837662ESPS 0705971KAA7,SubordinateBond
57177931HLT0 1005971KAA7,SubordinateBond
57178102LTRL 0705971KAA7,SubordinateBond
57824871ESPA 1005971KAA7,SubordinateBond
57825011LUL0 0705971KAA7,SubordinateBond
57825711NMS0 0705971KAA7,SubordinateBond
57836272NMS0 0705971KAA7,SubordinateBond
57920791FMD1 0705971KAA7,SubordinateBond
57920942LUL0 1P05971KAA7,SubordinateBond
57921123LTRL 0705971KAA7,SubordinateBond
53657731LULX 07060505EN0,SubordinateBond
40953031FMD1 0706051GEC9,SeniorUnsecuredBond
39641971HLTB 2606051GEM7,SeniorUnsecuredBond
39641981HLT1 2606051GEM7,SeniorUnsecuredBond
39642223HLTB 2606051GEM7,SeniorUnsecuredBond
39642232HLTB 2606051GEM7,SeniorUnsecuredBond
39644064LEQ0 1C06051GEM7,SeniorUnsecuredBond
39644583HLT0 2606051GEM7,SeniorUnsecuredBond
39644584HLT0 2606051GEM7,SeniorUnsecuredBond
39644591LUL0 1006051GEM7,SeniorUnsecuredBond
39644601LEQ0 2606051GEM7,SeniorUnsecuredBond
39644602HLT0 2606051GEM7,SeniorUnsecuredBond
39644621LUL0 1P06051GEM7,SeniorUnsecuredBond
397128510LUL0 0706051GEM7,SeniorUnsecuredBond
397128511LUL0 0706051GEM7,SeniorUnsecuredBond
397128513LUL0 0706051GEM7,SeniorUnsecuredBond
397128514LUL0 0706051GEM7,SeniorUnsecuredBond
397128515LUL0 0706051GEM7,SeniorUnsecuredBond
397128516LUL0 0706051GEM7,SeniorUnsecuredBond
397128517LUL0 0706051GEM7,SeniorUnsecuredBond
397128518LUL0 0706051GEM7,SeniorUnsecuredBond
39712851LULT 0706051GEM7,SeniorUnsecuredBond
397128520LUL0 0706051GEM7,SeniorUnsecuredBond
397128521LUL0 0706051GEM7,SeniorUnsecuredBond
39712855LUL0 0706051GEM7,SeniorUnsecuredBond
39712857LUL0 0706051GEM7,SeniorUnsecuredBond
39712859LUL0 0706051GEM7,SeniorUnsecuredBond
44641101LTRM 2606051GEM7,SeniorUnsecuredBond
39618582HLTB 2606051GEN5,SeniorUnsecuredBond
39897971HLTB 2606051GEN5,SeniorUnsecuredBond
39897981HLT1 2606051GEN5,SeniorUnsecuredBond
39897993HLTB 2606051GEN5,SeniorUnsecuredBond
41294581LTR0 0706051GEN5,SeniorUnsecuredBond
44426851FMD3 2CG206051GEN5,SeniorUnsecuredBond
48052551LTRM 2606051GFB0,SeniorUnsecuredBond
61045191NMS0 10 106051GFG9,SeniorUnsecuredBond
61059132NMS0 10 106051GFG9,SeniorUnsecuredBond
52950681HLT0 2606051GFM6,SubordinateBond
56032501LUL1 0706051GFS3,SeniorUnsecuredBond
66800572NMS0 26 106051GFS3,SeniorUnsecuredBond
56386001TXA2 7M06051GFT1,SeniorUnsecuredBond
58079181FMD1 0706051GFU8,SubordinateBond
67129471NMS0 2306051GGC7,SubordinateBond
67129951NMS0 L206051GGC7,SubordinateBond
67130431NMS0 0706051GGC7,SubordinateBond
67130511LTRI 0706051GGC7,SubordinateBond
66245991NMS0 L206051GGF0,SeniorUnsecuredBond
66246001LTRL 0706051GGF0,SeniorUnsecuredBond
66272331FMD0T07 106051GGF0,SeniorUnsecuredBond
67957431NMS0 10 106051GGG8,SeniorUnsecuredBond
67078041LUL0 1006051GHA0,SeniorUnsecuredBond
67078051LTRM 2606051GHA0,SeniorUnsecuredBond
67081662LUL0 1006051GHA0,SeniorUnsecuredBond
67081672LTRM 2606051GHA0,SeniorUnsecuredBond
70776503LTRM 2606051GHA0,SeniorUnsecuredBond
64772151NMS0 26 106051GHD4,SeniorUnsecuredBond
67078001REL2 07 206051GHD4,SeniorUnsecuredBond
67078011TXA2 0706051GHD4,SeniorUnsecuredBond
67206041NMS0 7M06051GHF9,SeniorUnsecuredBond
67206151APD0 07 206051GHF9,SeniorUnsecuredBond
67206161APD0 07 306051GHF9,SeniorUnsecuredBond
67206171APD0 0706051GHF9,SeniorUnsecuredBond
69978231FMD1 0706051GHG7,SeniorUnsecuredBond
69978571ESPS 0706051GHG7,SeniorUnsecuredBond
71070021FMD6 2606051GHL6,SeniorUnsecuredBond
71070051FMD6 2B06051GHL6,SeniorUnsecuredBond
71070121FMD6 2N06051GHL6,SeniorUnsecuredBond
71070161FMD0 0706051GHL6,SeniorUnsecuredBond
71070651LULI 0706051GHL6,SeniorUnsecuredBond
70035021FMD1 0706051GHM4,SeniorUnsecuredBond
70035431ESPS 0706051GHM4,SeniorUnsecuredBond
70504601TXA1 1Y06051GHM4,SeniorUnsecuredBond
45796591LTRM 2606053FAA7,SeniorUnsecuredBond
60232891FMD3 2CG306053FAA7,SeniorUnsecuredBond
61677811FMD3 2CG406053FAA7,SeniorUnsecuredBond
61677821FMD3T2CG506053FAA7,SeniorUnsecuredBond
58779971REA4 07DE06406FAB9,SeniorUnsecuredBond
58721541LUL1 0706406FAC7,SeniorUnsecuredBond
67703011FMD1 0706406FAE3,SeniorUnsecuredBond
67703031FMD6 2606406FAE3,SeniorUnsecuredBond
67703111FMD0 0706406FAE3,SeniorUnsecuredBond
28046791FMD6 2606406HBM0,SeniorUnsecuredBond
28046791FMD6 2B06406HBM0,SeniorUnsecuredBond
28046792FMD1 0706406HBM0,SeniorUnsecuredBond
28046793FMD1 0706406HBM0,SeniorUnsecuredBond
29720961ESPS 1006406HBM0,SeniorUnsecuredBond
29937551LUL0 1P06406HBP3,SeniorUnsecuredBond
29938211NMS0 1C06406HBP3,SeniorUnsecuredBond
376043410LEQ0 1C06406HBY4,SeniorUnsecuredBond
376043411LEQ0 1C06406HBY4,SeniorUnsecuredBond
37604341LULI 0706406HBY4,SeniorUnsecuredBond
37604344LEQ0 1C06406HBY4,SeniorUnsecuredBond
37604347LEQ0 1C06406HBY4,SeniorUnsecuredBond
37604348LEQ0 1C06406HBY4,SeniorUnsecuredBond
37604349LEQ0 1C06406HBY4,SeniorUnsecuredBond
37604381LTRM 2606406HBY4,SeniorUnsecuredBond
48177461LTRL 0706406HCS6,SeniorUnsecuredBond
48179661FMD3 2CG306406HCS6,SeniorUnsecuredBond
48179711FMD3 2CG406406HCS6,SeniorUnsecuredBond
48179721FMD3T2CG506406HCS6,SeniorUnsecuredBond
48179741FMD3 2CG206406HCS6,SeniorUnsecuredBond
62480002FMD3 2CG406406HCS6,SeniorUnsecuredBond
62480052FMD3T2CG506406HCS6,SeniorUnsecuredBond
53354151HLTB 2606406HDA4,SeniorUnsecuredBond
53354161HLT1 2606406HDA4,SeniorUnsecuredBond
53354383HLTB 2606406HDA4,SeniorUnsecuredBond
53354392HLTB 2606406HDA4,SeniorUnsecuredBond
53523251NMS0 2S06406HDA4,SeniorUnsecuredBond
53523311NMS0 L206406HDA4,SeniorUnsecuredBond
54102001NMS0 1P06406HDA4,SeniorUnsecuredBond
54102131LTR0 1006406HDA4,SeniorUnsecuredBond
54102141LEQ0 1006406HDA4,SeniorUnsecuredBond
64421141LEQ5 2606406RAD9,SeniorUnsecuredBond
65887901REI1T1DB306406RAD9,SeniorUnsecuredBond
67704451LUL0 2606406RAD9,SeniorUnsecuredBond
67704931LEQ0 0706406RAD9,SeniorUnsecuredBond
67704951HHE0 0706406RAD9,SeniorUnsecuredBond
67704971LEQ0 1006406RAD9,SeniorUnsecuredBond
67892101LEQ5 2606406RAH0,SeniorUnsecuredBond
70181421FMD1 0706406RAJ6,SeniorUnsecuredBond
70181471ESPS 1006406RAJ6,SeniorUnsecuredBond
70181871ESPS 0706406RAJ6,SeniorUnsecuredBond
34591821FMD1 10064149C88,SeniorUnsecuredBond
34591851ESPS 10064149C88,SeniorUnsecuredBond
34591892ESPS 10064149C88,SeniorUnsecuredBond
34592211FMDR 26064149C88,SeniorUnsecuredBond
66742301NMS0 26 1064159JG2,SeniorUnsecuredBond
4946021LULA 0706423AAJ2,SubordinateBond
4946031LUL0 0706423AAJ2,SubordinateBond
43875211HLTB 26064255AM4,SeniorUnsecuredBond
43875411FMD3 2CG3064255AM4,SeniorUnsecuredBond
43875421FMD3 2CG4064255AM4,SeniorUnsecuredBond
43875431FMD3T2CG5064255AM4,SeniorUnsecuredBond
43875441FMD3 2CG2064255AM4,SeniorUnsecuredBond
43875451FMD0T07 1064255AM4,SeniorUnsecuredBond
43881311NMS0 2S064255AM4,SeniorUnsecuredBond
60910721NMS0 26 2066716AH4,SeniorUnsecuredBond
50841591ESPS 0706738EAB1,SubordinateBond
50841602NMS0 1006738EAB1,SubordinateBond
51777931LUL0 0706738EAB1,SubordinateBond
61555241NMS0 2606738EAB1,SubordinateBond
61555241NMS0 26 306738EAB1,SubordinateBond
68133891LEQ0 2606738EBD6,SeniorUnsecuredBond
71123391FMD6 2606738EBE4,SeniorUnsecuredBond
71123401FMD6 2B06738EBE4,SeniorUnsecuredBond
71123411FMD6 2N06738EBE4,SeniorUnsecuredBond
71123421FMD0 0706738EBE4,SeniorUnsecuredBond
24225763FMD0T07 106739FFU0,SubordinateBond
43823811FMD1 1006739FFU0,SubordinateBond
43839641LEQ0 1C06739FFU0,SubordinateBond
43839651NMS0 2306739FFU0,SubordinateBond
43839682FMD1 1006739FFU0,SubordinateBond
43840301LUL0 1P06739FFU0,SubordinateBond
44473412ESPS 1006739FFU0,SubordinateBond
44473432NMS0 2306739FFU0,SubordinateBond
44473451FMD5 0706739FFU0,SubordinateBond
44473701LEQ0 2606739FFU0,SubordinateBond
44473702LEQ0 2606739FFU0,SubordinateBond
44473703LEQ0 2606739FFU0,SubordinateBond
44473721HHE0 1006739FFU0,SubordinateBond
44473722LUL0 1006739FFU0,SubordinateBond
44473723LUL0 1006739FFU0,SubordinateBond
44473724LUL0 1006739FFU0,SubordinateBond
44473725LUL0 1006739FFU0,SubordinateBond
44473726LUL0 1006739FFU0,SubordinateBond
44473727LUL0 1006739FFU0,SubordinateBond
44473728LUL0 1006739FFU0,SubordinateBond
44473729LUL0 1006739FFU0,SubordinateBond
44531963FMD1 1006739FFU0,SubordinateBond
44531973NMS0 L206739FFU0,SubordinateBond
44720901FMD1 0706739FFU0,SubordinateBond
44784852FMD1 0706739FFU0,SubordinateBond
45851421ESPS 1006739FFU0,SubordinateBond
45851511LTRL 0706739FFU0,SubordinateBond
45851511REL2 07 206739FFU0,SubordinateBond
45851622NMS0 L206739FFU0,SubordinateBond
46926246LUL0 2606739FFU0,SubordinateBond
33552241TXA2 1Y06739GBP3,SubordinateBond
39413135LUL0 0706739GBP3,SubordinateBond
14133801HLTB 26067901AA6,SeniorUnsecuredBond
39914921HLTB 26067901AH1,SeniorUnsecuredBond
39914931HLT1 26067901AH1,SeniorUnsecuredBond
39915162HLTB 26067901AH1,SeniorUnsecuredBond
63269941LULY 0706846NAF1,SeniorUnsecuredBond
25544962LTRM 2606849RAC6,SeniorUnsecuredBond
25545082LUL0 1006849RAC6,SeniorUnsecuredBond
25545083LUL0 1006849RAC6,SeniorUnsecuredBond
25545282NMS0 0706849RAC6,SeniorUnsecuredBond
25545442ESPL 0706849RAC6,SeniorUnsecuredBond
36503341HLT1 2606849RAG7,SeniorUnsecuredBond
38127482ESPS 07070101E@5,SeniorUnsecuredBond
38127483ESPS 07070101E@5,SeniorUnsecuredBond
38127484ESPS 07070101E@5,SeniorUnsecuredBond
55117831LTR0 26070101G@3,SeniorUnsecuredBond
55117961LULT 07070101G@3,SeniorUnsecuredBond
68057611ESPL 0707086*AA0,SeniorUnsecuredBond
68057621ESPL 1007086*AA0,SeniorUnsecuredBond
68057781NMS0 L207086*AA0,SeniorUnsecuredBond
68058051NMS0 L607086*AA0,SeniorUnsecuredBond
54998801REA4 07DE07177MAD5,SeniorUnsecuredBond
66787781NMS0 10 107177MAN3,SeniorUnsecuredBond
67044671FMDL 0707177MAN3,SeniorUnsecuredBond
67044941FMD5 1C07177MAN3,SeniorUnsecuredBond
67045491NMS0 0707177MAN3,SeniorUnsecuredBond
67045711HLT0 2607177MAN3,SeniorUnsecuredBond
67092781LUL0 1007177MAN3,SeniorUnsecuredBond
67158931LULX 0707177MAN3,SeniorUnsecuredBond
67158953LUL0 1007177MAN3,SeniorUnsecuredBond
67159012LUL0 1P07177MAN3,SeniorUnsecuredBond
67827023LTRM 2607177MAN3,SeniorUnsecuredBond
67827542LTR0 0707177MAN3,SeniorUnsecuredBond
68048583LUL0 2607177MAN3,SeniorUnsecuredBond
68048593LUL0 1P07177MAN3,SeniorUnsecuredBond
68048912HLT0 2607177MAN3,SeniorUnsecuredBond
68048931LULA 0707177MAN3,SeniorUnsecuredBond
22794481TXA1 1Y071813AX7,SeniorUnsecuredBond
25073941HLTB 26071813AX7,SeniorUnsecuredBond
25236191LTRM 26071813AX7,SeniorUnsecuredBond
51599811NMS0 1Z07274EAD5,SeniorUnsecuredBond
51603021TXA2 0707274EAD5,SeniorUnsecuredBond
51621211LTRL 0707274EAF0,SeniorUnsecuredBond
51575101TXA2 1Y07274EAG8,SeniorUnsecuredBond
51575331NMS0 0707274EAG8,SeniorUnsecuredBond
51575461LULI 0707274EAG8,SeniorUnsecuredBond
51575671HHE0 1007274EAG8,SeniorUnsecuredBond
51575701NMS0 L5 R07274EAG8,SeniorUnsecuredBond
69739361FMD0T07 107274NAE3,SeniorUnsecuredBond
69739631NMS0 26 107274NAL7,SeniorUnsecuredBond
69739421LTRL 0707274NAN3,SeniorUnsecuredBond
69740612LTRL 0707274NAN3,SeniorUnsecuredBond
69739271LUL0 2607274NAQ6,SeniorUnsecuredBond
50310631TXA2 7M07274NAT0,SeniorUnsecuredBond
53948861FMD3 2CG307274NAX1,SeniorUnsecuredBond
15319132LUL0 1007274NBA0,SeniorUnsecuredBond
15319141LUL0 1007274NBA0,SeniorUnsecuredBond
15319291LUL0 0707274NBA0,SeniorUnsecuredBond
15319302LUL0 0707274NBA0,SeniorUnsecuredBond
15326811LTRM 2607274NBA0,SeniorUnsecuredBond
15330001FMD3T2CG507274NBA0,SeniorUnsecuredBond
15331671FMD3 2CG407274NBA0,SeniorUnsecuredBond
15331761FMD3 2CG207274NBA0,SeniorUnsecuredBond
24012632LULX 0707274NBC6,SeniorUnsecuredBond
30188601LULX 0707274NBC6,SeniorUnsecuredBond
50304721ESPS 1007274NBF9,SeniorUnsecuredBond
51370121FMD3 2CG307330MAA5,SubordinateBond
51370191FMD3 2CG407330MAA5,SubordinateBond
51370241FMD3T2CG507330MAA5,SubordinateBond
51370261FMD3 2CG207330MAA5,SubordinateBond
62480012FMD3 2CG407330MAA5,SubordinateBond
62480062FMD3T2CG507330MAA5,SubordinateBond
63053811FMD0T07 107330MAA5,SubordinateBond
56379071LUL1 0707330MAB3,SubordinateBond
58893651REA4 07DE07330NAJ4,SeniorUnsecuredBond
43632331FMDM 2607556QBD6,SeniorUnsecuredBond
62685531FMD1 0707556QBM6,SeniorUnsecuredBond
62685771LTR0 0707556QBM6,SeniorUnsecuredBond
60445571ESPS 1007556QBP9,SeniorUnsecuredBond
65136621NMS0 26 307556QBP9,SeniorUnsecuredBond
65203701NMS0 1007556QBP9,SeniorUnsecuredBond
65203931LUL0 1P07556QBR5,SeniorUnsecuredBond
67003011LUL0 0707556QBR5,SeniorUnsecuredBond
86448210LEQ0 26075887AN9,SeniorUnsecuredBond
86448211LEQ0 26075887AN9,SeniorUnsecuredBond
86448213LEQ0 26075887AN9,SeniorUnsecuredBond
86448214LEQ0 26075887AN9,SeniorUnsecuredBond
86448215LEQ0 26075887AN9,SeniorUnsecuredBond
86448216LEQ0 26075887AN9,SeniorUnsecuredBond
8644823LEQ0 26075887AN9,SeniorUnsecuredBond
8644825LEQ0 26075887AN9,SeniorUnsecuredBond
8644826LEQ0 26075887AN9,SeniorUnsecuredBond
8644827LEQ0 26075887AN9,SeniorUnsecuredBond
8644828LEQ0 26075887AN9,SeniorUnsecuredBond
8644829LEQ0 26075887AN9,SeniorUnsecuredBond
93411212LEQ0 26075887AN9,SeniorUnsecuredBond
9341121LEQ0 1C075887AN9,SeniorUnsecuredBond
9341121LEQ0 26075887AN9,SeniorUnsecuredBond
9341122LEQ0 26075887AN9,SeniorUnsecuredBond
9341124LEQ0 26075887AN9,SeniorUnsecuredBond
28112061HLTB 26075887AV1,SeniorUnsecuredBond
52376381FMD6 2P075887BF5,SeniorUnsecuredBond
52376391LUL0 1P075887BF5,SeniorUnsecuredBond
52376401FMDM 26075887BF5,SeniorUnsecuredBond
52376412FMDM 26075887BF5,SeniorUnsecuredBond
52376421FMD0 07075887BF5,SeniorUnsecuredBond
52376441FMDM 07075887BF5,SeniorUnsecuredBond
52376601LTRL 07075887BF5,SeniorUnsecuredBond
52376611FMDL 26075887BF5,SeniorUnsecuredBond
52376622FMDL 26075887BF5,SeniorUnsecuredBond
52376633FMDL 26075887BF5,SeniorUnsecuredBond
52376761FMDR 26075887BF5,SeniorUnsecuredBond
52376772FMDR 26075887BF5,SeniorUnsecuredBond
52376783FMDR 26075887BF5,SeniorUnsecuredBond
64628091TXA1 1Y075887BU2,SeniorUnsecuredBond
65844552TXA1 1Y075887BU2,SeniorUnsecuredBond
67295021FMD0T07 1075887BW8,SeniorUnsecuredBond
69976961HHE0 07075887BW8,SeniorUnsecuredBond
69976971LEQ0 10075887BW8,SeniorUnsecuredBond
70176401LEQ0 1C075887BW8,SeniorUnsecuredBond
70176551LEQ0 07075887BW8,SeniorUnsecuredBond
70176562LEQ0 10075887BW8,SeniorUnsecuredBond
70176571LEQ0 26075887BW8,SeniorUnsecuredBond
71035942FMD0T07 1075887BW8,SeniorUnsecuredBond
63577361NMS0 10 1075887BX6,SeniorUnsecuredBond
65533711LTR0 26075887BX6,SeniorUnsecuredBond
67044661FMDL 07075887BX6,SeniorUnsecuredBond
67044931FMD5 1C075887BX6,SeniorUnsecuredBond
67045021LUL0 1P075887BX6,SeniorUnsecuredBond
67045481NMS0 07075887BX6,SeniorUnsecuredBond
67045701HLT0 26075887BX6,SeniorUnsecuredBond
67158921LULX 07075887BX6,SeniorUnsecuredBond
67158941LUL0 10075887BX6,SeniorUnsecuredBond
67158962LUL0 26075887BX6,SeniorUnsecuredBond
67158981LTRM 26075887BX6,SeniorUnsecuredBond
67159002LUL0 1P075887BX6,SeniorUnsecuredBond
67196361LTR0 07075887BX6,SeniorUnsecuredBond
70229151LULT 07075887BX6,SeniorUnsecuredBond
16620211HLT0 26079857AH1,SeniorUnsecuredBond
6215481ESPL 07079857AH1,SeniorUnsecuredBond
6267333LTRM 26079857AH1,SeniorUnsecuredBond
6545394LTRM 26079857AH1,SeniorUnsecuredBond
26909791LTRM 26079860AD4,SeniorUnsecuredBond
12877703LTRM 26079860AE2,SeniorUnsecuredBond
31033492FMD1 07079860AE2,SeniorUnsecuredBond
31033661HLT0 26079860AE2,SeniorUnsecuredBond
310355511LUL0 07079860AE2,SeniorUnsecuredBond
310355512LUL0 07079860AE2,SeniorUnsecuredBond
310355513LUL0 07079860AE2,SeniorUnsecuredBond
31035556LUL0 07079860AE2,SeniorUnsecuredBond
31035557LUL0 07079860AE2,SeniorUnsecuredBond
31035558LUL0 07079860AE2,SeniorUnsecuredBond
31035559LUL0 07079860AE2,SeniorUnsecuredBond
31035573LUL0 10079860AE2,SeniorUnsecuredBond
31035574LUL0 10079860AE2,SeniorUnsecuredBond
31035575LUL0 10079860AE2,SeniorUnsecuredBond
31035624LTRM 26079860AE2,SeniorUnsecuredBond
472448414LUL0 07079860AE2,SeniorUnsecuredBond
3585991HLT0 26079867AP2,SeniorUnsecuredBond
3586001LULA 07079867AP2,SeniorUnsecuredBond
3586021LULA 07079867AS6,SeniorUnsecuredBond
29263711HLT1 26084423AQ5,SeniorUnsecuredBond
29263941HHE0 26084423AQ5,SeniorUnsecuredBond
29264551APD0 07 2084423AQ5,SeniorUnsecuredBond
29264561HLTB 26084423AQ5,SeniorUnsecuredBond
33260801LUL0 1P084423AR3,SeniorUnsecuredBond
39746291FMD5 26084423AS1,SeniorUnsecuredBond
39746303FMD1 07084423AS1,SeniorUnsecuredBond
39746311FMD1 07084423AS1,SeniorUnsecuredBond
39746451FMD5 1C084423AS1,SeniorUnsecuredBond
39746472NMS0 07084423AS1,SeniorUnsecuredBond
39746482FMD1 07084423AS1,SeniorUnsecuredBond
39746593NMS0 07084423AS1,SeniorUnsecuredBond
49190221FMD3 2CG3084664BT7,SeniorUnsecuredBond
43811581HLTB 26084670BK3,SeniorUnsecuredBond
43811591HLT1 26084670BK3,SeniorUnsecuredBond
43811832HLTB 26084670BK3,SeniorUnsecuredBond
64790611NMS0 26 1084670BS6,SeniorUnsecuredBond
70542371NMS0 L8084670BS6,SeniorUnsecuredBond
70106345NMS0 07 4088612AM8,SeniorSecuredBond
70106346NMS0 07 4088612AM8,SeniorSecuredBond
61705512LEQ0 2608888@AA6,SeniorSecuredBond
61705513LEQ0 2608888@AA6,SeniorSecuredBond
42610271HHE0 26090572AP3,SeniorUnsecuredBond
42610471LTRL 07090572AP3,SeniorUnsecuredBond
57164911LULT 0709062XAC7,SeniorUnsecuredBond
559509311FMDL 0709062XAD5,SeniorUnsecuredBond
559509312FMDL 0709062XAD5,SeniorUnsecuredBond
559509315FMDL 0709062XAD5,SeniorUnsecuredBond
559509316FMDL 0709062XAD5,SeniorUnsecuredBond
55950937FMDL 0709062XAD5,SeniorUnsecuredBond
55950941FMD1 2609062XAD5,SeniorUnsecuredBond
55950954NMS0 0709062XAD5,SeniorUnsecuredBond
55950956NMS0 0709062XAD5,SeniorUnsecuredBond
55950957NMS0 0709062XAD5,SeniorUnsecuredBond
55950961FMDR 2609062XAD5,SeniorUnsecuredBond
56283532FMDL 0709062XAD5,SeniorUnsecuredBond
56283541NMS0 0709062XAD5,SeniorUnsecuredBond
563192413FMDL 0709062XAD5,SeniorUnsecuredBond
563192414FMDL 0709062XAD5,SeniorUnsecuredBond
56319245FMDL 0709062XAD5,SeniorUnsecuredBond
56448501HLT0 2609062XAD5,SeniorUnsecuredBond
57628272NMS0 0709062XAD5,SeniorUnsecuredBond
57628273NMS0 0709062XAD5,SeniorUnsecuredBond
61976061NMS0 10 109062XAD5,SeniorUnsecuredBond
61975611FMD3 2CG309062XAF0,SeniorUnsecuredBond
61975651FMD3 2CG409062XAF0,SeniorUnsecuredBond
61975701FMD3T2CG509062XAF0,SeniorUnsecuredBond
64790631NMS0 26 109062XAF0,SeniorUnsecuredBond
66800451FMD0T07 109062XAF0,SeniorUnsecuredBond
32626543FMD3 2CG2092113AG4,SeniorUnsecuredBond
47273131LEQ0 26092113AH2,SeniorUnsecuredBond
47273171FMD3 2CG4092113AH2,SeniorUnsecuredBond
47273181FMD3T2CG5092113AH2,SeniorUnsecuredBond
47320311NMS0 L2092113AH2,SeniorUnsecuredBond
53659072FMD3 2CG4092113AH2,SeniorUnsecuredBond
53659082FMD3T2CG5092113AH2,SeniorUnsecuredBond
60635531APD0 07092113AM1,SeniorUnsecuredBond
67955861LEQ0 26092113AM1,SeniorUnsecuredBond
61076651NMS0 10 1092113AN9,SeniorUnsecuredBond
67530081LUL0 26092113AN9,SeniorUnsecuredBond
67530091LTRM 26092113AN9,SeniorUnsecuredBond
67530671LTR0 07092113AN9,SeniorUnsecuredBond
67940451LTRL 07092113AN9,SeniorUnsecuredBond
67940701LTRI 07092113AN9,SeniorUnsecuredBond
70292101LEQ0 1C092113AQ2,SeniorUnsecuredBond
70292711LEQ0 10092113AQ2,SeniorUnsecuredBond
70292721LTRM 26092113AQ2,SeniorUnsecuredBond
30232781ESPS 1009247XAE1,SeniorUnsecuredBond
30233321LULI 0709247XAE1,SeniorUnsecuredBond
31120611NMS0 1C09247XAE1,SeniorUnsecuredBond
31474022LULI 0709247XAE1,SeniorUnsecuredBond
31510102ESPS 1009247XAE1,SeniorUnsecuredBond
31510262ESPS 0709247XAE1,SeniorUnsecuredBond
31510326ESPS 1009247XAE1,SeniorUnsecuredBond
31510353ESPS 1009247XAE1,SeniorUnsecuredBond
31513801ESPS 0709247XAE1,SeniorUnsecuredBond
36199901FMD3 2CG409247XAH4,SeniorUnsecuredBond
36199911FMD3T2CG509247XAH4,SeniorUnsecuredBond
36199921FMD3 2CG209247XAH4,SeniorUnsecuredBond
41849911LULT 0709247XAJ0,SeniorUnsecuredBond
41849931LTRL 0709247XAJ0,SeniorUnsecuredBond
41879762LULT 0709247XAJ0,SeniorUnsecuredBond
66767801HLT4 2609659W2C7,SeniorUnsecuredBond
65493261FMD1 07096630AD0,SeniorUnsecuredBond
13952193LTRM 26097023AD7,SeniorUnsecuredBond
9900231LTRL 07097023AD7,SeniorUnsecuredBond
9900241ESPS 07097023AD7,SeniorUnsecuredBond
9900251REA2 07097023AD7,SeniorUnsecuredBond
9900251REA2 07 1097023AD7,SeniorUnsecuredBond
99002610LUL0 07097023AD7,SeniorUnsecuredBond
99002611LUL0 07097023AD7,SeniorUnsecuredBond
99002612LUL0 07097023AD7,SeniorUnsecuredBond
99002613LUL0 07097023AD7,SeniorUnsecuredBond
99002614LUL0 07097023AD7,SeniorUnsecuredBond
99002615LUL0 07097023AD7,SeniorUnsecuredBond
99002616LUL0 07097023AD7,SeniorUnsecuredBond
99002617LUL0 07097023AD7,SeniorUnsecuredBond
99002618LUL0 07097023AD7,SeniorUnsecuredBond
99002619LUL0 07097023AD7,SeniorUnsecuredBond
99002620LUL0 07097023AD7,SeniorUnsecuredBond
9900263LUL0 07097023AD7,SeniorUnsecuredBond
9900269LUL0 07097023AD7,SeniorUnsecuredBond
12851651HLT0 26097023AE5,SeniorUnsecuredBond
12851662HLT0 26097023AE5,SeniorUnsecuredBond
12851663HLT0 26097023AE5,SeniorUnsecuredBond
10554981LULT 07097023AK1,SeniorUnsecuredBond
10532751LTRM 26097023AM7,SeniorUnsecuredBond
35872710LUL0 07097023AM7,SeniorUnsecuredBond
35872711LUL0 07097023AM7,SeniorUnsecuredBond
35872712LUL0 07097023AM7,SeniorUnsecuredBond
35872714LUL0 07097023AM7,SeniorUnsecuredBond
35872715LUL0 07097023AM7,SeniorUnsecuredBond
35872716LUL0 07097023AM7,SeniorUnsecuredBond
3587275LUL0 07097023AM7,SeniorUnsecuredBond
3587277LUL0 07097023AM7,SeniorUnsecuredBond
8178111LTRI 07097023AM7,SeniorUnsecuredBond
10045991LULA 07097023AN5,SeniorUnsecuredBond
10045992LULA 07097023AN5,SeniorUnsecuredBond
10045993LULA 07097023AN5,SeniorUnsecuredBond
10045994LULA 07097023AN5,SeniorUnsecuredBond
10045995LULA 07097023AN5,SeniorUnsecuredBond
10045996LULA 07097023AN5,SeniorUnsecuredBond
3587292ESPL 07097023AN5,SeniorUnsecuredBond
13952221LULA 07097023AQ8,SeniorUnsecuredBond
13952222LULA 07097023AQ8,SeniorUnsecuredBond
3587304LUL0 07097023AQ8,SeniorUnsecuredBond
3587321HLT0 10097023AQ8,SeniorUnsecuredBond
119013619LUL0 26097023AS4,SeniorUnsecuredBond
119013620LUL0 26097023AS4,SeniorUnsecuredBond
35008141LTRM 26097023AS4,SeniorUnsecuredBond
87857410LUL0 26097023AS4,SeniorUnsecuredBond
87857412LUL0 26097023AS4,SeniorUnsecuredBond
87857413LUL0 26097023AS4,SeniorUnsecuredBond
87857415LUL0 26097023AS4,SeniorUnsecuredBond
87857416LUL0 26097023AS4,SeniorUnsecuredBond
87857417LUL0 26097023AS4,SeniorUnsecuredBond
87857418LUL0 26097023AS4,SeniorUnsecuredBond
8785747LUL0 26097023AS4,SeniorUnsecuredBond
10628092LTRM 26097023AU9,SeniorUnsecuredBond
28815241HLTB 26097023BA2,SeniorUnsecuredBond
34262783FMD3 2CG3097023BA2,SeniorUnsecuredBond
34262823FMD3 2CG4097023BA2,SeniorUnsecuredBond
